ENTIDAD,ACREDITADO 2/,ACREEDOR 3/,TIPO DE OBLIGACIÓN 4/,FECHA DE FIRMA 5/,FECHA DE INSCRIPCIÓN 6/,MONTO ORIGINAL CONTRATADO 7/,SALDO AL 30 DE JUNIO DE 2015 8/,PLAZO PACTADO (MESES) 9/,FUENTE O GARANTÍA DE PAGO 10/,DESTINO 11/
OAXACA,SANTO DOMINGO INGENIO,BANOBRAS,CRÉDITO SIMPLE,04/03/2006,06/09/2006,4500000,375000,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
OAXACA,LOMA BONITA,BANOBRAS,CRÉDITO SIMPLE,03/30/2006,06/09/2006,9000000,750000,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,GOMEZ FARIAS,BANOBRAS,CRÉDITO SIMPLE,06/12/2006,06/21/2006,5000000,499999.640000005,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,JAMAPA,BANOBRAS,CRÉDITO SIMPLE,01/31/2006,06/27/2006,4400000,327202.53,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,EL ARENAL,BANOBRAS,CRÉDITO SIMPLE,06/19/2006,06/29/2006,2500000,0,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SONORA,CANANEA,BANOBRAS,CRÉDITO SIMPLE,07/04/2006,07/12/2006,9500000,1144871.72,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
TABASCO,GOBIERNO DEL ESTADO,SANTANDER,CRÉDITO SIMPLE,06/15/2006,07/12/2006,462000000,78332694.74,120,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
SINALOA,ROSARIO,BANOBRAS,CRÉDITO SIMPLE,06/21/2006,07/25/2006,10518369,1338367.34,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
NAYARIT,TECUALA,BANOBRAS,CRÉDITO SIMPLE,08/08/2006,08/15/2006,3644519.16,476789.38,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
NUEVO LEÓN,INSTITUTO DE CONTROL VEHICULAR,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,05/31/2006,08/15/2006,2676092555.6706,3022396588.60481,356,INGRESOS PROPIOS/PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,JUCHIQUE DE FERRER,BANOBRAS,CRÉDITO SIMPLE,05/05/2006,08/15/2006,6000000,623285.93,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
COLIMA,COMISIÓN INTERMUNICIPAL DE AGUA POTABLE  Y ALCANTARILLADO,BANORTE,CRÉDITO EN CUENTA CORRIENTE ,08/24/2006,08/24/2006,31274750.64,0,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SONORA,HUATABAMPO,BANOBRAS,CRÉDITO SIMPLE,07/20/2006,08/29/2006,5300000,0,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,JESUS MARIA,BANOBRAS,CRÉDITO SIMPLE,08/25/2006,09/01/2006,2000000,249999.650000002,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MICHOACÁN,PARACHO,BANOBRAS,CRÉDITO SIMPLE,08/23/2006,09/04/2006,8980000,962143,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
NAYARIT,COMPOSTELA,BANOBRAS,CRÉDITO SIMPLE,08/30/2006,09/04/2006,25000000,0,180,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
NAYARIT,ACAPONETA,BANOBRAS,CRÉDITO SIMPLE,09/12/2006,09/25/2006,10000000,2180640.07,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SONORA,NOGALES,BANOBRAS,CRÉDITO SIMPLE,08/14/2006,09/25/2006,51358053,0,180,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
JALISCO,HUEJUQUILLA EL ALTO,BANOBRAS,CRÉDITO SIMPLE,09/14/2006,09/27/2006,2500000,312500.349999997,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
NAYARIT,RUIZ,BANOBRAS,CRÉDITO SIMPLE,09/26/2006,09/27/2006,9230000,1277615.13,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
PUEBLA,FIDEICOMISO PÚBLICO DE LA RESERVA TERRITORIAL ATLIXCAYOTL-QUETZALCOATL,BBVA BANCOMER,CRÉDITO SIMPLE,09/27/2006,10/02/2006,203500000,47843445.24,104,INGRESOS PROPIOS,INVERSIÓN PÚBLICA PRODUCTIVA
TAMAULIPAS,COMISION MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE ALTAMIRA,BANOBRAS,CRÉDITO SIMPLE,09/20/2006,10/02/2006,30000000,1436451.48,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SINALOA,NAVOLATO,BANOBRAS,CRÉDITO SIMPLE,09/11/2006,10/16/2006,19957332,3010145.34,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
GUANAJUATO,SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LEÓN,BANOBRAS,CRÉDITO SIMPLE,08/21/2006,10/17/2006,105595761,0,120,INGRESOS PROPIOS,INVERSIÓN PÚBLICA PRODUCTIVA
NAYARIT,SAN BLAS,BANOBRAS,CRÉDITO SIMPLE,10/06/2006,10/17/2006,8001947.26,1245908.77,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
YUCATÁN,MERIDA,HSBC,CRÉDITO SIMPLE,10/12/2006,10/26/2006,59803407.94,2548989.88,108,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,RIO BLANCO,BANOBRAS,CRÉDITO SIMPLE,06/06/2006,10/30/2006,17200000,2062302.02,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CATEMACO,BANOBRAS,CRÉDITO SIMPLE,08/11/2006,10/30/2006,10800000,1414394.87,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,TEOCALTICHE,BANOBRAS,CRÉDITO SIMPLE,07/12/2006,11/07/2006,8500000,332278.359999997,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
NAYARIT,ROSAMORADA,BANOBRAS,CRÉDITO SIMPLE,11/09/2006,11/13/2006,15000000,1856119.96,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
NAYARIT,HUAJICORI,BANOBRAS,CRÉDITO SIMPLE,11/06/2006,11/13/2006,7000000,1453529.87,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
TAMAULIPAS,JUNTA DE AGUAS Y DRENAJE DE LA CIUDAD DE MATAMOROS,COFIDAN,CRÉDITO SIMPLE,09/27/2006,11/16/2006,110000000,78548312.97,240,INGRESOS PROPIOS/PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
QUERÉTARO,GOBIERNO DEL ESTADO,BBVA BANCOMER,CRÉDITO SIMPLE,11/17/2006,11/23/2006,1350000000,1153468878,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
DISTRITO FEDERAL,GOBIERNO DEL DISTRITO FEDERAL,IXE,CRÉDITO SIMPLE,11/15/2006,11/24/2006,1400000000,538461538.48,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
NAYARIT,GOBIERNO DEL ESTADO,BANORTE,CRÉDITO SIMPLE,11/16/2006,11/27/2006,300000000,44739553,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
YUCATÁN,CELESTÚN,BANOBRAS,CRÉDITO SIMPLE,11/07/2006,11/30/2006,2650000,1122881.5,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
TAMAULIPAS,COMISION MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO NUEVO LAREDO,COFIDAN,CRÉDITO SIMPLE,10/19/2006,12/15/2006,60000000,36841920,240,INGRESOS PROPIOS/PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
YUCATÁN,DZIDZANTÚN,BANOBRAS,CRÉDITO SIMPLE,11/17/2006,12/15/2006,1000000,142885.38,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
YUCATÁN,HOCTÚN,BANOBRAS,CRÉDITO SIMPLE,12/04/2006,12/15/2006,3500000,399123.25,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SINALOA,GOBIERNO DEL ESTADO,BANORTE,CRÉDITO SIMPLE,10/25/2006,12/28/2006,2370000000,2204099999.62,360,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
NUEVO LEÓN,GOBIERNO DEL ESTADO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,11/30/2006,12/29/2006,2413000000,1814576000,216,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
DURANGO,GOBIERNO DEL ESTADO,BBVA BANCOMER,CRÉDITO SIMPLE,01/17/2007,01/18/2007,650000000,534946516.16,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
YUCATÁN,DZILAM DE BRAVO,BANOBRAS,CRÉDITO SIMPLE,12/13/2006,01/19/2007,1300000,222222.33,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
BAJA CALIFORNIA,GOBIERNO DEL ESTADO,BANORTE,CRÉDITO SIMPLE,12/21/2006,01/22/2007,350000000,218622472,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,GOBIERNO DEL ESTADO,BANORTE,CRÉDITO SIMPLE,01/16/2007,01/23/2007,1177000000,1041643326.54,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
DURANGO,GOBIERNO DEL ESTADO,BAJIO,CRÉDITO SIMPLE,01/16/2007,01/23/2007,623454986,534755374.77,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
NUEVO LEÓN,GOBIERNO DEL ESTADO,BANOBRAS,CRÉDITO SIMPLE,02/02/2007,02/02/2007,4049500000,3827860579.11,360,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
SONORA,CAJEME,BANORTE,CRÉDITO SIMPLE,02/22/2007,02/22/2007,352000000,0,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
SONORA,GUAYMAS,BANORTE,CRÉDITO SIMPLE,02/22/2007,02/22/2007,57000000,47947875,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
SONORA,HERMOSILLO,BANORTE,CRÉDITO SIMPLE,02/22/2007,02/26/2007,542000000,466962521.82,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
VERACRUZ,SAN RAFAEL ,BANOBRAS,CRÉDITO SIMPLE,03/02/2007,03/07/2007,5000000,850505.02,117,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MICHOACÁN,GOBIERNO DEL ESTADO,DEXIA,CRÉDITO SIMPLE,03/14/2007,03/14/2007,971555924,926452058.39,300,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
MICHOACÁN,GOBIERNO DEL ESTADO,BANOBRAS,CRÉDITO SIMPLE,03/14/2007,03/16/2007,998148149,978203441.63,360,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
MICHOACÁN,GOBIERNO DEL ESTADO,BANORTE,CRÉDITO SIMPLE,03/14/2007,03/16/2007,600000000,572145382.77,300,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
VERACRUZ,PASO DE OVEJAS,BANOBRAS,CRÉDITO SIMPLE,03/27/2007,03/29/2007,4600000,819143.59,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SINALOA,EL FUERTE,BANOBRAS,CRÉDITO SIMPLE,04/23/2007,05/02/2007,5504280,1147260.79,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
TAMAULIPAS,COMISIÓN MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE REYNOSA,COFIDAN,CRÉDITO SIMPLE,09/27/2006,05/14/2007,89500000,54234373.95,240,INGRESOS PROPIOS,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,TEOCUITATLÁN DE CORONA,BANOBRAS,CRÉDITO SIMPLE,01/30/2007,05/15/2007,5000000,0,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SINALOA,ESCUINAPA,BANOBRAS,CRÉDITO SIMPLE,04/23/2007,05/23/2007,2787793,291089.06,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SINALOA,CHOIX,BANOBRAS,CRÉDITO SIMPLE,05/24/2007,05/29/2007,11809985,9739371.36,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
SINALOA,CULIACÁN,BANOBRAS,CRÉDITO SIMPLE,05/09/2007,05/29/2007,102818877,87542562.32,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
SINALOA,AHOME,BANOBRAS,CRÉDITO SIMPLE,05/24/2007,05/29/2007,70707530,58108787.54,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
SINALOA,GUASAVE,BANOBRAS,CRÉDITO SIMPLE,05/11/2007,05/29/2007,111926274,92955969.65,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
SINALOA,ELOTA,BANOBRAS,CRÉDITO SIMPLE,05/10/2007,05/29/2007,8147685,6811175.227,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
SINALOA,CULIACÁN,BANOBRAS,CRÉDITO SIMPLE,05/09/2007,05/29/2007,303976124,251064759.46,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
SINALOA,MAZATLÁN,BANOBRAS,CRÉDITO SIMPLE,05/18/2007,05/29/2007,51956260,43911612.46,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
NUEVO LEÓN,SAN PEDRO GARZA GARCIA,HSBC,CRÉDITO SIMPLE,03/30/2007,06/07/2007,145000000,36468106,120,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
NUEVO LEÓN,SAN PEDRO GARZA GARCIA,BANORTE,CRÉDITO SIMPLE,04/29/2007,06/07/2007,145000000,43660269,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,PLAYA VICENTE,BANOBRAS,CRÉDITO SIMPLE,05/18/2007,06/07/2007,3700000,758509.66,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SINALOA,SINALOA,BANOBRAS,CRÉDITO SIMPLE,05/28/2007,06/14/2007,15573164,3254732.88,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SAN LUIS POTOSÍ,CIUDAD FERNANDEZ,BANOBRAS,CRÉDITO SIMPLE,06/22/2007,07/19/2007,7886112,239702.86,100,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SINALOA,MAZATLÁN,BANOBRAS,CRÉDITO SIMPLE,05/18/2007,08/01/2007,118304929,99089205.28,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
MICHOACÁN,COTIJA,BANOBRAS,CRÉDITO SIMPLE,08/07/2007,08/13/2007,10000000,2250000.31,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,LA BARCA,BANOBRAS,CRÉDITO SIMPLE,07/02/2007,08/23/2007,34300000,0,180,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
DISTRITO FEDERAL,GOBIERNO DEL DISTRITO FEDERAL,BBVA BANCOMER,CRÉDITO SIMPLE,07/25/2007,08/28/2007,4700000000,4662214872.81,360,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MORELOS,TEMIXCO,BAJIO,CRÉDITO SIMPLE,08/20/2007,08/28/2007,88700000,17895630,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,TALA,BANOBRAS,CRÉDITO SIMPLE,08/20/2007,08/30/2007,10000000,4777777.36000001,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MICHOACÁN,MUGICA,BANOBRAS,CRÉDITO SIMPLE,08/27/2007,09/03/2007,10400000,2136781.69,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DISTRITO FEDERAL,GOBIERNO DEL DISTRITO FEDERAL,DEXIA,CRÉDITO SIMPLE,08/31/2007,09/06/2007,7000000000,7000000000,480,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
NAYARIT,IXTLÁN DEL RIO,BANOBRAS,CRÉDITO SIMPLE,08/08/2007,09/10/2007,10100000,0,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
QUERÉTARO,QUERÉTARO,BBVA BANCOMER,CRÉDITO SIMPLE,09/13/2007,09/13/2007,398000000,184259259.9,144,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
DURANGO,AGUAS DEL MUNICIPIO DE DURANGO,BANOBRAS,CRÉDITO SIMPLE,07/02/2007,09/18/2007,53424063.29,36596981.34,180,INGRESOS PROPIOS/PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
SINALOA,AHOME,BANOBRAS,CRÉDITO SIMPLE,09/10/2007,09/21/2007,24016754,19597855.93,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
BAJA CALIFORNIA,GOBIERNO DEL ESTADO,BANOBRAS,CRÉDITO SIMPLE,04/23/2007,09/26/2007,400000000,0,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SINALOA,SALVADOR ALVARADO,BANOBRAS,CRÉDITO SIMPLE,05/24/2007,09/27/2007,41507135,34080232.89,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
SINALOA,NAVOLATO,BANOBRAS,CRÉDITO SIMPLE,05/11/2007,09/27/2007,15490607,12959293.48,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
SINALOA,MOCORITO,BANOBRAS,CRÉDITO SIMPLE,05/10/2007,09/27/2007,7600634,6401042.14,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
SINALOA,COSALÁ,BANOBRAS,CRÉDITO SIMPLE,05/24/2007,09/27/2007,1993525,1576505.77,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
JALISCO,UNIVERSIDAD DE GUADALAJARA,HSBC,CRÉDITO SIMPLE,10/02/2007,10/03/2007,160000000,74120000,120,PARTICIPACIONES FEDERALES/INGRESOS PROPIOS,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,PONCITLAN,BANOBRAS,CRÉDITO SIMPLE,06/13/2007,10/09/2007,22400000,13557894.65,180,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
COAHUILA,ACUÑA,BANOBRAS,CRÉDITO SIMPLE,10/10/2007,10/10/2007,56100000,30149038.83,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DISTRITO FEDERAL,GOBIERNO DEL DISTRITO FEDERAL,BANOBRAS,CRÉDITO SIMPLE,10/01/2007,10/11/2007,4459000000,4358925030.19,396,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DISTRITO FEDERAL,GOBIERNO DEL DISTRITO FEDERAL,BANOBRAS,CRÉDITO SIMPLE,10/01/2007,10/11/2007,4900000000,4758741266.65,360,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DISTRITO FEDERAL,GOBIERNO DEL DISTRITO FEDERAL,BANOBRAS,CRÉDITO SIMPLE,10/01/2007,10/11/2007,4000000000,4000000000,480,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COMISIÓN MUNICIPAL DE AGUA POTABLE Y SANEAMIENTO DE XALAPA,BANOBRAS,CRÉDITO SIMPLE,10/08/2007,10/11/2007,476800000,0,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
QUERÉTARO,EL MARQUES,BANOBRAS,CRÉDITO SIMPLE,10/11/2007,10/18/2007,44800000,10760047.42,120,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
MICHOACÁN,MORELIA,AFIRME,CRÉDITO SIMPLE,09/26/2007,10/22/2007,160079690,36509650,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,JOCOTEPEC,BANOBRAS,CRÉDITO SIMPLE,10/11/2007,10/23/2007,20000000,10476190.4,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
QUERÉTARO,COMISIÓN ESTATAL DE AGUAS DE QUERÉTARO,BANOBRAS,CRÉDITO SIMPLE,10/09/2007,10/25/2007,72395079.45,0,240,PARTICIPACIONES FEDERALES/INGRESOS PROPIOS,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,GOBIERNO DEL ESTADO,INTERACCIONES,CRÉDITO SIMPLE,10/15/2007,10/26/2007,665000000,513364337.37889,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
JALISCO,GOBIERNO DEL ESTADO,SCOTIABANK INVERLAT,CRÉDITO SIMPLE,10/09/2007,10/26/2007,183101334,0,239,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
JALISCO,GOBIERNO DEL ESTADO,BANORTE,CRÉDITO SIMPLE,10/19/2007,10/31/2007,632300000,502314204.242168,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
JALISCO,GOBIERNO DEL ESTADO,BANORTE,CRÉDITO SIMPLE,10/19/2007,10/31/2007,374700000,284768260.182465,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
JALISCO,GOBIERNO DEL ESTADO,SANTANDER,CRÉDITO SIMPLE,10/17/2007,10/31/2007,409057943,322463450.6243,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
JALISCO,TOTATICHE,BANOBRAS,CRÉDITO SIMPLE,10/23/2007,11/05/2007,3000000,1482954.94999999,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
NUEVO LEÓN,MONTEMORELOS,BANOBRAS,CRÉDITO SIMPLE,10/09/2007,11/12/2007,12500000,8009777.89,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,DEGOLLADO,BANOBRAS,CRÉDITO SIMPLE,10/26/2007,11/14/2007,15000000,3467433.75999999,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SINALOA,ESCUINAPA,BANOBRAS,CRÉDITO SIMPLE,05/24/2007,11/22/2007,5611560,4643396,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
JALISCO,ZAPOTLÁN EL GRANDE,BANOBRAS,CRÉDITO SIMPLE,11/02/2007,11/26/2007,90892593,60156572.9900001,180,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
DISTRITO FEDERAL,GOBIERNO DEL DISTRITO FEDERAL,BBVA BANCOMER,CRÉDITO SIMPLE,08/22/2007,11/28/2007,110000000,3430174221.4,360,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,SAN MARTÍN HIDALGO,BANOBRAS,CRÉDITO SIMPLE,11/26/2007,11/28/2007,11604601,0,180,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
TABASCO,GOBIERNO DEL ESTADO,BANORTE,CRÉDITO SIMPLE,12/07/2007,12/07/2007,3000000000,1462474260.88,360,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DISTRITO FEDERAL,GOBIERNO DEL DISTRITO FEDERAL,DEUTSCHE BANK MEX,CRÉDITO SIMPLE,12/10/2007,12/12/2007,3635867776.38,3000000000,239,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
TAMAULIPAS,INSTITUTO TAMAULIPECO DE VIVIENDA Y URBANISMO,BBVA BANCOMER,CRÉDITO SIMPLE,12/04/2007,12/12/2007,350000000,205755669.59,192,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MORELOS,TLAQUILTENANGO,BANOBRAS,CRÉDITO SIMPLE,12/11/2007,12/13/2007,20259900,10595694.57,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
QUERÉTARO,SAN JUAN DEL RÍO,INTERACCIONES,CRÉDITO SIMPLE,10/31/2007,12/13/2007,135100000,103520230,180,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
MICHOACÁN,GOBIERNO DEL ESTADO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,07/31/2007,12/14/2007,3499999677.65,4131964272.48,360,INGRESOS PROPIOS,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,GOBIERNO DEL ESTADO,BANOBRAS,CRÉDITO SIMPLE,12/13/2007,12/17/2007,389179937,309562281.111121,240,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
PUEBLA,GOBIERNO DEL ESTADO ,BBVA BANCOMER,CRÉDITO SIMPLE,12/13/2007,12/17/2007,3000000000,2877859775.81,300,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
PUEBLA,GOBIERNO DEL ESTADO,INTERACCIONES,CRÉDITO SIMPLE,12/13/2007,12/17/2007,350000000,315394163.48,232,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SINALOA,MOCORITO,BANOBRAS,CRÉDITO SIMPLE,12/05/2007,12/18/2007,9345353,1982396.69,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
GUANAJUATO,GOBIERNO DEL ESTADO,BBVA BANCOMER,CRÉDITO SIMPLE,12/18/2007,12/19/2007,500000000,250007000,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
GUANAJUATO,GOBIERNO DEL ESTADO,BANAMEX,CRÉDITO SIMPLE,12/19/2007,12/20/2007,500000000,249999999.84,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
GUANAJUATO,JERÉCUARO,BANOBRAS,CRÉDITO SIMPLE,12/07/2007,12/20/2007,4382506,1054226.19,120,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
SONORA,ORGANISMO OPERADOR DE AGUA POTABLE ALCANTARILLADO Y SANEAMIENTO DEL MUNICIPIO DE SAN LUIS RÍO COLORADO,COFIDAN,CRÉDITO SIMPLE,12/01/2007,12/20/2007,16920000,9978739.6,180,PARTICIPACIONES FEDERALES/INGRESOS PROPIOS,INVERSIÓN PÚBLICA PRODUCTIVA
BAJA CALIFORNIA,GOBIERNO DEL ESTADO,BANOBRAS,CRÉDITO SIMPLE,12/20/2007,12/26/2007,941443805.9,678354942,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
