ENTIDAD,ACREDITADO 2/,ACREEDOR 3/,TIPO DE OBLIGACIÓN 4/,FECHA DE FIRMA 5/,FECHA DE INSCRIPCIÓN 6/,MONTO ORIGINAL CONTRATADO 7/,SALDO AL 30 DE JUNIO DE 2015 8/,PLAZO PACTADO (MESES) 9/,FUENTE O GARANTÍA DE PAGO 10/,DESTINO 11/
CHIHUAHUA,ALDAMA,BANOBRAS,CRÉDITO SIMPLE,05/23/2014,06/23/2014,6000000,3692307.7,29,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MÉXICO,GOBIERNO DEL ESTADO,BBVA BANCOMER,CRÉDITO SIMPLE,06/10/2014,06/24/2014,3704000000,3616838640.41,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
ZACATECAS,ZACATECAS,BANORTE,CRÉDITO SIMPLE,06/12/2014,06/24/2014,110000000,108301059.75,144,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COSAUTLÁN DE CARVAJAL,BANOBRAS,CRÉDITO SIMPLE,05/30/2014,06/24/2014,12306999.22,8939133.75,40,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,HIDALGOTITLÁN,BANOBRAS,CRÉDITO SIMPLE,05/30/2014,06/24/2014,3449999.51,2545889.11,34,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,JAMAPA,BANOBRAS,CRÉDITO SIMPLE,05/30/2014,06/24/2014,3879999.58,2822300,34,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,MADERA,BANOBRAS,CRÉDITO SIMPLE,05/30/2014,06/25/2014,8635999.4,5515788.89,23,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,SAUCILLO,BANOBRAS,CRÉDITO SIMPLE,05/30/2014,06/25/2014,2643999.43,1690737.88,23,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,MEOQUI,BANOBRAS,CRÉDITO SIMPLE,05/30/2014,06/25/2014,4047999.87,2588543.16,27,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,BOCOYNA,BANOBRAS,CRÉDITO SIMPLE,05/30/2014,06/25/2014,19000999.41,12135885.63,27,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,PAJAPAN,BANOBRAS,CRÉDITO SIMPLE,06/11/2014,06/30/2014,15997999.81,11942198.44,39,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ATOYAC,BANOBRAS,CRÉDITO SIMPLE,06/10/2014,06/30/2014,11284999.21,8424034.36,33,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,PASO DE OVEJAS,BANOBRAS,CRÉDITO SIMPLE,05/28/2014,06/30/2014,12353999.48,8973272.2,39,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TANCOCO,BANOBRAS,CRÉDITO SIMPLE,05/23/2014,06/30/2014,5195999.74,3778241.31,39,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TECOLUTLA,BANOBRAS,CRÉDITO SIMPLE,05/30/2014,06/30/2014,19115999.7,13884820.76,39,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TUXPAN,BANOBRAS,CRÉDITO SIMPLE,05/30/2014,06/30/2014,57395000,41657490.65,39,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,PÁNUCO,BANOBRAS,CRÉDITO SIMPLE,05/28/2014,06/30/2014,57076999.65,41426685.08,34,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TAMPICO ALTO,BANOBRAS,CRÉDITO SIMPLE,05/28/2014,06/30/2014,13306999.3,9665479.32,34,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
OAXACA,SAN BARTOLOMÉ LOXICHA,BANOBRAS,CRÉDITO SIMPLE,06/05/2014,06/30/2014,4149999.42,2100309.8,24,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
OAXACA,SAN PEDRO MÁRTIR QUIECHAPA,BANOBRAS,CRÉDITO SIMPLE,06/05/2014,06/30/2014,836099.76,423149.11,24,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
NUEVO LEÓN,SERVICIOS DE AGUA Y DRENAJE DE MONTERREY,BANOBRAS,CRÉDITO SIMPLE,03/27/2009,06/30/2014,1835289000,1628818983,273,INGRESOS PROPIOS,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,PUERTO VALLARTA,INTERACCIONES,CRÉDITO SIMPLE,05/21/2014,07/01/2014,100000000,0,15,INGRESOS PROPIOS,INVERSIÓN PÚBLICA PRODUCTIVA
SONORA,GOBIERNO DEL ESTADO,SANTANDER,CRÉDITO SIMPLE,06/26/2014,07/01/2014,923896013.78,917565714.34,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
GUANAJUATO,LEÓN,BANORTE,CRÉDITO SIMPLE,06/10/2014,07/01/2014,271000000,255769230,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COSAMALOAPAN,BANOBRAS,CRÉDITO SIMPLE,05/29/2014,07/01/2014,20045999.63,14560321.99,34,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SANTIAGO SOCHIAPAN,BANOBRAS,CRÉDITO SIMPLE,05/27/2014,07/01/2014,10781999.53,7831457.03,34,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ACAYUCAN,BANOBRAS,CRÉDITO SIMPLE,05/27/2014,07/01/2014,45387999.68,32942768.22,39,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TLACOJALPAN,BANOBRAS,CRÉDITO SIMPLE,05/27/2014,07/01/2014,2671999.22,1943604.22,39,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MÉXICO,TIANGUISTENCO,BANOBRAS,CRÉDITO SIMPLE,06/10/2014,07/07/2014,6563000,2462065.99,14,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MÉXICO,IXTAPAN DE LA SAL,BANOBRAS,CRÉDITO SIMPLE,06/10/2014,07/07/2014,4604000,1728929.14,14,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MÉXICO,NOPALTEPEC,BANOBRAS,CRÉDITO SIMPLE,06/10/2014,07/07/2014,896999.48,336848.07,16,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MÉXICO,SOYANIQUILPAN DE JUÁREZ,BANOBRAS,CRÉDITO SIMPLE,06/12/2014,07/07/2014,2354999.57,884655.32,16,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
NUEVO LEÓN,CIÉNEGA DE FLORES,BANOBRAS,CRÉDITO SIMPLE,05/30/2014,07/07/2014,659999.58,213130.72,13,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
TAMAULIPAS,GOBIERNO DEL ESTADO,BANORTE,CRÉDITO SIMPLE,10/07/2009,07/10/2014,6000000000,5802997188.58,186,INGRESOS PROPIOS,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TENOCHTITLÁN,BANOBRAS,CRÉDITO SIMPLE,06/19/2014,07/11/2014,4551999.64,3402539.01,39,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,JANOS,BANOBRAS,CRÉDITO SIMPLE,05/26/2014,07/11/2014,3000000,1846153.8,32,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,MATAMOROS,BANOBRAS,CRÉDITO SIMPLE,05/29/2014,07/11/2014,1000000,615384.5,32,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,SAUCILLO,BANOBRAS,CRÉDITO SIMPLE,06/18/2014,07/11/2014,8000000,4923076.9,28,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,TONAYA,BANOBRAS,CRÉDITO SIMPLE,06/13/2014,07/16/2014,4000000,3658119.7,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,EL SALTO,BANOBRAS,CRÉDITO SIMPLE,06/05/2014,07/16/2014,60000000,58227848.08,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,CASAS GRANDES,BANOBRAS,CRÉDITO SIMPLE,02/07/2014,07/16/2014,3000000,1846153.8,32,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIAPAS,GOBIERNO DEL ESTADO,SANTANDER,CRÉDITO SIMPLE,06/12/2014,07/16/2014,1250000000,1068637697.56,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIAPAS,GOBIERNO DEL ESTADO,BANORTE,CRÉDITO SIMPLE,06/12/2014,07/16/2014,2181283848.55,1912524714.13,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIAPAS,GOBIERNO DEL ESTADO,BBVA BANCOMER,CRÉDITO SIMPLE,06/12/2014,07/16/2014,1000000000,993592370.32,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
TAMAULIPAS,ALTAMIRA,BANOBRAS,CRÉDITO SIMPLE,06/19/2014,07/16/2014,40000000,24894286.72,30,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SAN LUIS POTOSÍ,TAMUÍN,BANSI,CRÉDITO SIMPLE,06/05/2014,07/16/2014,41402690,41347690,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,PÁNUCO DE CORONADO,BANOBRAS,CRÉDITO SIMPLE,07/02/2014,07/16/2014,3113999.55,1843106.38,19,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,SAN JUAN DE GUADALUPE,BANOBRAS,CRÉDITO SIMPLE,07/04/2014,07/16/2014,4219375.39,2495861.33,20,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,EL ORO,BANOBRAS,CRÉDITO SIMPLE,07/04/2014,07/16/2014,3862141,2285179.34,23,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,INDÉ,BANOBRAS,CRÉDITO SIMPLE,07/02/2014,07/16/2014,1834999.83,1086095.19,19,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,HIDALGO,BANOBRAS,CRÉDITO SIMPLE,07/02/2014,07/16/2014,1456999.35,861849.92,19,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,GENERAL SIMÓN BOLIVAR,BANOBRAS,CRÉDITO SIMPLE,07/02/2014,07/16/2014,5047999.89,2984561.36,23,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,SAN LUIS DE CORDERO,BANOBRAS,CRÉDITO SIMPLE,07/04/2014,07/16/2014,962999.66,569977.87,23,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,LERDO,BANOBRAS,CRÉDITO SIMPLE,07/04/2014,07/16/2014,11868999.5,7017384.73,23,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,MAPIMÍ,BANOBRAS,CRÉDITO SIMPLE,07/04/2014,07/16/2014,7047999.64,4164539.29,19,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,GUADALUPE VICTORIA,BANOBRAS,CRÉDITO SIMPLE,07/02/2014,07/16/2014,6819999.4,4032232,19,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,PEÑÓN BLANCO,BANOBRAS,CRÉDITO SIMPLE,07/02/2014,07/16/2014,2484999.5,1470815.38,23,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,RODEO,BANOBRAS,CRÉDITO SIMPLE,07/04/2014,07/16/2014,4260000,2517247.9,19,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,VICENTE GUERRERO,BANOBRAS,CRÉDITO SIMPLE,07/04/2014,07/16/2014,5594999.86,3300735.91,19,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,TEPEHUANES,BANOBRAS,CRÉDITO SIMPLE,07/07/2014,07/16/2014,5859633.56,3412718.74,19,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,SÚCHIL,BANOBRAS,CRÉDITO SIMPLE,07/04/2014,07/16/2014,1895999.54,1119732.5,23,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,GÓMEZ PALACIO,BANOBRAS,CRÉDITO SIMPLE,07/04/2014,07/16/2014,20905999.37,12177000.66,23,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,NAZAS,BANOBRAS,CRÉDITO SIMPLE,07/04/2014,07/16/2014,3189999.32,1888088.95,19,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,SANTA CLARA,BANOBRAS,CRÉDITO SIMPLE,07/02/2014,07/16/2014,3173999.89,1878619.23,23,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,PUEBLO NUEVO,BANOBRAS,CRÉDITO SIMPLE,07/07/2014,07/16/2014,20637999.44,11960796.11,23,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,SANTIAGO PAPASQUIARO,BANOBRAS,CRÉDITO SIMPLE,07/07/2014,07/16/2014,20501759.58,11882245.23,19,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,OCAMPO,BANOBRAS,CRÉDITO SIMPLE,07/04/2014,07/16/2014,3656999.41,2164495.81,23,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CHALMA,BANOBRAS,CRÉDITO SIMPLE,05/30/2014,07/17/2014,10325999.47,7500243.45,40,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MÉXICO,ACULCO,BANOBRAS,CRÉDITO SIMPLE,07/11/2014,07/18/2014,8491999.32,3424846.48,13,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MÉXICO,ACULCO,BANOBRAS,CRÉDITO SIMPLE,07/11/2014,07/22/2014,2652402.72,884134.22,19,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
ZACATECAS,ZACATECAS,BANOBRAS,CRÉDITO SIMPLE,06/26/2014,07/22/2014,40000000,40000000,144,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,CUENCAMÉ,BANOBRAS,CRÉDITO SIMPLE,07/15/2014,07/23/2014,8775999.94,5085963.44,23,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,TOPIA,BANOBRAS,CRÉDITO SIMPLE,07/15/2014,07/23/2014,3780551.94,2232704.59,23,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,CANATLÁN,BANOBRAS,CRÉDITO SIMPLE,07/15/2014,07/23/2014,9139999.33,5336993.39,23,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,POANAS,BANOBRAS,CRÉDITO SIMPLE,07/15/2014,07/23/2014,4499999.98,2615618.2,23,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
OAXACA,TLACOLULA DE MATAMOROS,BANOBRAS,CRÉDITO SIMPLE,07/10/2014,07/24/2014,9569999.55,4818079.91,27,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
OAXACA,TEOTITLÁN DE FLORES MAGÓN,BANOBRAS,CRÉDITO SIMPLE,07/08/2014,07/24/2014,4431999.64,2232016.75,27,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
OAXACA,SAN MIGUEL DEL PUERTO,BANOBRAS,CRÉDITO SIMPLE,07/09/2014,07/24/2014,4999999.18,2516845.75,27,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
TAMAULIPAS,TULA,BANOBRAS,CRÉDITO SIMPLE,07/14/2014,07/24/2014,21280999.43,13435736.26,25,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
TAMAULIPAS,GONZÁLEZ,BANOBRAS,CRÉDITO SIMPLE,07/14/2014,07/24/2014,11366999.58,7176543.03,25,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
TAMAULIPAS,OCAMPO,BANOBRAS,CRÉDITO SIMPLE,07/14/2014,07/24/2014,4385999.58,2771992.12,25,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
TAMAULIPAS,ALTAMIRA,BANOBRAS,CRÉDITO SIMPLE,07/14/2014,07/24/2014,24414999.35,15414383.74,25,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
OAXACA,SAN PABLO COATLÁN,BANOBRAS,CRÉDITO SIMPLE,07/09/2014,07/24/2014,2999999.69,1510841.64,27,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
OAXACA,SANTA CATARINA QUIANÉ,BANOBRAS,CRÉDITO SIMPLE,07/08/2014,07/24/2014,1008999.71,508146.32,27,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,JULIMES,BANOBRAS,CRÉDITO SIMPLE,05/23/2014,07/25/2014,1000000,615384.6,29,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
OAXACA,OAXACA DE JUÁREZ,INTERACCIONES,CRÉDITO SIMPLE,06/13/2014,07/29/2014,200000000,129741128,36,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,TUXCACUESCO,BANOBRAS,CRÉDITO SIMPLE,06/25/2014,07/31/2014,5000000,4572649.6,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,SAN PEDRO DEL GALLO,BANOBRAS,CRÉDITO SIMPLE,07/04/2014,07/31/2014,773967.43,458093.93,23,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COSCOMATEPEC,BANOBRAS,CRÉDITO SIMPLE,06/27/2014,07/31/2014,43235999.25,32213993.41,39,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,IXHUACÁN DE LOS REYES,BANOBRAS,CRÉDITO SIMPLE,07/11/2014,07/31/2014,5199999.6,3877322.74,39,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
OAXACA,SANTA MARÍA CAMOTLÁN,BANOBRAS,CRÉDITO SIMPLE,07/08/2014,07/31/2014,1487999.88,749377.47,27,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
OAXACA,SAN PEDRO HUAMELULA,BANOBRAS,CRÉDITO SIMPLE,07/22/2014,07/31/2014,5832999.5,3886365.41,27,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MORELOS,YECAPIXTLA,BANOBRAS,CRÉDITO SIMPLE,07/30/2014,07/31/2014,8299999.46,2142285.21,15,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COSOLEACAQUE,BANOBRAS,CRÉDITO SIMPLE,07/24/2014,08/06/2014,34209999.48,25488960.97,38,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TLACOTEPEC DE MEJÍA,BANOBRAS,CRÉDITO SIMPLE,07/24/2014,08/06/2014,2496999.57,1864319.78,38,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COXQUIHUI,BANOBRAS,CRÉDITO SIMPLE,07/22/2014,08/06/2014,18740999.2,13973660.34,38,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,NOMBRE DE DIOS,BANOBRAS,CRÉDITO SIMPLE,07/29/2014,08/06/2014,4574999.61,2802273.92,24,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,MECATLÁN,BANOBRAS,CRÉDITO SIMPLE,07/23/2014,08/06/2014,7999999.25,5964957.95,39,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,HUAYACOCOTLA,BANOBRAS,CRÉDITO SIMPLE,07/24/2014,08/06/2014,8499999.47,6337768.03,39,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COMAPA,BANOBRAS,CRÉDITO SIMPLE,07/22/2014,08/06/2014,13723999.56,10232886.01,39,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIAPAS,HUIXTLA,BANOBRAS,CRÉDITO SIMPLE,06/25/2014,08/07/2014,12400000,11313711.46,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIAPAS,PALENQUE,BANOBRAS,CRÉDITO SIMPLE,06/25/2014,08/07/2014,5900000,3341291.08,24,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIAPAS,CACAHOATÁN,BANOBRAS,CRÉDITO SIMPLE,06/25/2014,08/07/2014,12000000,10895723.08,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COATEPEC,BANOBRAS,CRÉDITO SIMPLE,07/25/2014,08/12/2014,25198999.8,18775104.72,39,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COATZACOALCOS,BANOBRAS,CRÉDITO SIMPLE,07/22/2014,08/12/2014,64357999.83,47860616.98,39,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,OTATITLÁN,BANOBRAS,CRÉDITO SIMPLE,07/16/2014,08/12/2014,2067999.45,1544017.98,39,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SOCONUSCO,BANOBRAS,CRÉDITO SIMPLE,07/24/2014,08/12/2014,5845999.87,4358893.32,39,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIAPAS,GOBIERNO DEL ESTADO,BANOBRAS,CRÉDITO SIMPLE,08/07/2014,08/12/2014,7244292839,7149439500.28,300,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
OAXACA,SANTO DOMINGO TEHUANTEPEC,BANOBRAS,CRÉDITO SIMPLE,07/28/2014,08/12/2014,22884239.13,17430199.73,26,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
OAXACA,SANTO DOMINGO YANHUITLÁN,BANOBRAS,CRÉDITO SIMPLE,07/30/2014,08/12/2014,1167999.52,812821.42,26,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
TAMAULIPAS,GOBIERNO DEL ESTADO,BANOBRAS,CRÉDITO SIMPLE,08/05/2014,08/12/2014,390240480,279785746.53,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,SANTA ISABEL,BANOBRAS,CRÉDITO SIMPLE,05/27/2014,08/12/2014,1000000,640000,29,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CAMPECHE,GOBIERNO DEL ESTADO,BANOBRAS,CRÉDITO SIMPLE,07/31/2014,08/12/2014,135249812,0,240,PARTICIPACIONES FEDERALES/BONO CUPÓN CERO ESTATAL,INVERSIÓN PÚBLICA PRODUCTIVA
OAXACA,REYES ETLA,BANOBRAS,CRÉDITO SIMPLE,07/08/2014,08/18/2014,1794999.68,903986.83,27,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
OAXACA,SANTO DOMINGO INGENIO,BANOBRAS,CRÉDITO SIMPLE,07/08/2014,08/18/2014,4690999.61,2362452.75,27,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,EL HIGO,BANOBRAS,CRÉDITO SIMPLE,07/18/2014,08/18/2014,11659999.44,8693926.61,39,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,SAYULA,BANOBRAS,CRÉDITO SIMPLE,06/13/2014,08/19/2014,33700000,30677806.64,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,GOBIERNO DEL ESTADO,BANOBRAS,CRÉDITO SIMPLE,07/29/2014,08/19/2014,223786059,0,240,PARTICIPACIONES FEDERALES/BONO CUPÓN CERO FEDERAL,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,TAPALPA,BANOBRAS,CRÉDITO SIMPLE,06/12/2014,08/19/2014,27900000,25707003.77,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
TAMAULIPAS,GOBIERNO DEL ESTADO,BBVA BANCOMER,CRÉDITO SIMPLE,08/18/2014,08/19/2014,537000000,537000000,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
TAMAULIPAS,INSTITUTO TAMAULIPECO DE VIVIENDA Y URBANISMO,BBVA BANCOMER,CRÉDITO SIMPLE,08/18/2014,08/19/2014,150000000,150000000,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
QUERÉTARO,COLÓN,BANOBRAS,CRÉDITO SIMPLE,06/17/2014,08/19/2014,62200000,55755302.5,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CAMPECHE,GOBIERNO DEL ESTADO,BANAMEX,CRÉDITO SIMPLE,08/14/2014,08/25/2014,254896406.95,173554308.35,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CAMPECHE,GOBIERNO DEL ESTADO,BANAMEX,CRÉDITO SIMPLE,08/14/2014,08/25/2014,120000000,108593493.89,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,IXTLAHUACÁN DE LOS MEMBRILLOS,BANOBRAS,CRÉDITO SIMPLE,08/08/2014,08/27/2014,40000000,38183434.72,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,JILOTEPEC,BANOBRAS,CRÉDITO SIMPLE,08/14/2014,08/27/2014,6097999.38,4678819.58,38,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,JUCHIQUE DE FERRER,BANOBRAS,CRÉDITO SIMPLE,08/12/2014,08/27/2014,11821999.62,9070680.38,38,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
